1	4744	13144.2	2	3
0	4766	12223.7	10	3
2	4118	12708.9	6	3
5	5176	12766.1	2	1
4	6069	10646.7	2	5
3	6215	12950	4	3
9	7240	12967.4	2	2
8	7376	13144.2	2	3
7	7575	13015.8	1	3
6	7666	13144.2	2	3
